project_name,project_url,num_commits,project_age_days,project_created_at,num_contributors,num_pull,num_issues,num_stargazers,num_watchers,num_forks,num_subscribers,SecurityPolicy_url_endpoint,SecurityPolicy_content,SecurityPolicy_created_at,SecurityPolicy_content_category,SecurityPolicy_reporting_mechanism,Aggregate-Score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,num_bug_high,num_bug_medium,num_bug_low,num_bug_blocker,num_vulnerabilities_high,num_vulnerabilities_medium,num_vulnerabilities_low,num_vulnerabilities_blocker,num_code_smell_high,num_code_smell_medium,num_code_smell_low,num_code_smell_blocker
miguelgrinberg/python-engineio,https://github.com/miguelgrinberg/python-engineio,694,3418,2015-06-21,45,150,360,233,233,148,13,https://api.github.com/repos/miguelgrinberg/python-engineio/contents/SECURITY.md,"# Security Policy

## Reporting a Vulnerability

If you think you've found a vulnerability on this project, please send me (Miguel Grinberg) an email at mailto:miguel.grinberg@gmail.com with a description of the problem. I will personally review the issue and respond to you with next steps.

If the issue is highly sensitive, you are welcome to encrypt your message. Here is my [PGP key](http://pgp.mit.edu/pks/lookup?search=miguel.grinberg%40gmail.com&op=index).

Please do not disclose vulnerabilities publicly before discussing how to proceed with me.
",2021-07-04 11:03:21,"['Generic policy', 'Reporting mechanism']",email,4.4,10,0,0,0,0,3,10,10,0,10,10,-1,0,0,10,-1,0,0,5.0,127.0,12.0,1.0,1.0,0.0,0.0,0.0,186.0,609.0,231.0,1.0
mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,18769,2280,2018-08-02,385,5532,9585,26703,26703,4869,400,https://api.github.com/repos/mindsdb/mindsdb/contents/SECURITY.md,"# MindsDB Security Policy

At MindsDB, we consider the security of our systems a top priority. However, no matter how much effort we put into system security, there can still be vulnerabilities present.
Supported Versions

MindsDB only offers security patches for the following versions

| Version | Supported          |
| ------- | ------------------ |
| >=23.6.1.1  | :white_check_mark: |

### Reporting a Vulnerability

If you discover a security vulnerability, we appreciate your efforts to responsibly disclose your findings by sending an email to hello@mindsdb.com, providing as much detail as you can. Please do not publicly disclose these details without express consent from us.

Upon receiving your email, our security team will assess and respond to your report. We strive to keep all communication channels open with you to address your report effectively.
Disclosure Policy

Once we have received and evaluated your vulnerability report, MindsDB commits to:

* Confirm the receipt of your report
* Assess the vulnerability report to confirm its validity
* Work on a fix and update the impacted versions
* Publicly disclose the vulnerability after it has been addressed, giving credit to the reporter if they wish

### Comments on this Policy

If you have any suggestions to improve this policy, please let us know. We are committed to ensuring that our policy works effectively for everyone involved.

Thank you for helping to make MindsDB safer for everyone.
",2023-06-19 11:29:48,"['Scope of practice', 'Reporting mechanism', 'User guideline']",email,5.1,10,4,10,0,10,10,0,10,0,9,10,-1,0,3,10,-1,0,0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,214.0,130.0,40.0,12.0
mirahezebots/mirahezebots,https://github.com/mirahezebots/mirahezebots,1751,2650,2017-07-28,19,823,823,11,11,11,9,https://api.github.com/repos/mirahezebots/mirahezebots/contents/SECURITY.md,"# Security Policy

## Supported Versions

We currently support with security releases: the lastest PyPi version on the Release branch, and the Dev branch when running sopel 7.1.2 - 8.0 on python 3.8+.


## Reporting a Vulnerability


To report a Security Vulnerability or issue, we ask that you please email any applicable information to: staff[at]fossbots.org.

Please note that by doing this you agree to disclose your email address, and/or any information provided in the email header.

At a minimum, we ask that you provide, context to the finding of the vulnerability/issue, steps to recreate the vulnerability/issue, and if you have a potiental solution.

Please do note every effort will be done to respect your privacy, however, please do note the following:

By using this project or contacting us, you agree that your details can be used in accordance with our Privacy Policy (https://fossbots.org/privacy.html).
",2019-10-04 18:29:26,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,4.9,10,3,0,0,0,10,10,10,0,9,0,-1,0,7,10,-1,0,7,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0,295.0,75.0,1.0
mirahezebots/sopel-channelmgnt,https://github.com/mirahezebots/sopel-channelmgnt,389,1486,2020-10-04,8,306,306,0,0,3,2,https://api.github.com/repos/mirahezebots/sopel-channelmgnt/contents/SECURITY.md,"# Security Policy

## Supported Versions

We currently support with security releases: the lastest PyPi version on the Release branch, and the Dev branch when running sopel 7.0.7 - 8.0 on python 3.7, 3.8, 3.9 and 3.10.


## Reporting a Vulnerability


To report a Security Vulnerability or issue, we ask that you please email any applicable information to: staff[at]fossbots.org.

Please note that by doing this you agree to disclose your email address, and/or any information provided in the email header.

At a minimum, we ask that you provide, context to the finding of the vulnerability/issue, steps to recreate the vulnerability/issue, and if you have a potiental solution.

Please do note every effort will be done to respect your privacy, however, please do note the following:

By using this project or contacting us, you agree that your details can be used in accordance with our Privacy Policy (https://fossbots.org/privacy).
",2020-11-28 17:48:35,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,5.2,10,3,0,0,0,10,10,10,0,9,0,-1,0,7,10,-1,0,10,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,71.0,209.0,94.0,1.0
misp/misp-maltego,https://github.com/misp/misp-maltego,131,3169,2016-02-25,4,4,61,170,170,46,26,https://api.github.com/repos/misp/misp-maltego/contents/SECURITY.md,"For security issues, please refer to the instructions in the main MISP repository: https://github.com/MISP/MISP/
",2021-10-29 11:40:30,[],external,3.0,10,0,0,0,0,3,-1,0,0,10,0,-1,0,0,9,-1,-1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,23.0,0.0
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,10749,5369,2010-02-16,403,2987,6368,36625,36625,4026,625,https://api.github.com/repos/mitmproxy/mitmproxy/contents/SECURITY.md,"# Security Policy

## Supported Versions

| Version             | Supported          |
| ------------------- | ------------------ |
| main branch         | :white_check_mark: |
| most recent release | :white_check_mark: |
| older releases      | :x:                |

## Reporting a Vulnerability

We ask that you do not report security issues to our normal GitHub issue tracker.

If you believe you've identified a security issue with mitmproxy,
please report it to [@mhils](https://github.com/mhils), [@Kriechi](https://github.com/Kriechi), and/or [@cortesi](https://github.com/cortesi) 
via the email addresses listed on their GitHub profiles.

Once you've submitted an issue via email, 
you should receive an acknowledgment within 48 hours, and depending on the action to be taken, you may receive further follow-up emails.
",2021-09-13 14:34:33,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,6.2,6,3,10,0,8,10,10,10,0,10,10,10,2,3,10,-1,0,4,5.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,492.0,216.0,364.0,2.0
miurahr/py7zr,https://github.com/miurahr/py7zr,1825,2054,2019-03-17,47,377,583,458,458,72,13,https://api.github.com/repos/miurahr/py7zr/contents/docs/SECURITY.rst,"Security Policy
===============

Supported Versions
------------------

+---------+---------------------+
| Version | Status              |
+=========+=====================+
| 1.0.x   | Stable version      |
+---------+---------------------+
| < 1.0.0 | not supported       |
+---------+---------------------+

Reporting a Vulnerability
-------------------------

Please disclose security vulnerabilities privately at miurahr@linux.com
",2022-11-14 05:21:33,[],email,6.7,8,3,8,0,4,10,10,10,0,10,10,10,0,9,10,-1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,203.0,58.0,0.0
mlflow/mlflow,https://github.com/mlflow/mlflow,6682,2338,2018-06-05,455,9370,13292,18636,18636,4221,303,https://api.github.com/repos/mlflow/mlflow/contents/SECURITY.md,"# Security Policy

MLflow and its community take security bugs seriously. We appreciate efforts to improve the security of MLflow
and follow the [GitHub coordinated disclosure of security vulnerabilities](https://docs.github.com/en/code-security/security-advisories/about-coordinated-disclosure-of-security-vulnerabilities#about-reporting-and-disclosing-vulnerabilities-in-projects-on-github)
for responsible disclosure and prompt mitigation. We are committed to working with security researchers to
resolve the vulnerabilities they discover.

## Supported Versions

The latest version of MLflow has continued support. If a critical vulnerability is found in the current version
of MLflow, we may opt to backport patches to previous versions.

## Reporting a Vulnerability

When finding a security vulnerability in MLflow, please perform the following actions:

- [Open an issue](https://github.com/mlflow/mlflow/issues/new?assignees=&labels=bug&template=bug_report_template.md&title=%5BBUG%5D%20Security%20Vulnerability) on the MLflow repository. Ensure that you use `[BUG] Security Vulnerability` as the title and _do not_ mention any vulnerability details in the issue post.
- Send a notification [email](mailto:mlflow-oss-maintainers@googlegroups.com) to `mlflow-oss-maintainers@googlegroups.com` that contains, at a minimum:
  - The link to the filed issue stub.
  - Your GitHub handle.
  - Detailed information about the security vulnerability, evidence that supports the relevance of the finding and any reproducibility instructions for independent confirmation.

This first stage of reporting is to ensure that a rapid validation can occur without wasting the time and effort of a reporter. Future communication and vulnerability resolution will be conducted after validating
the veracity of the reported issue.

An MLflow maintainer will, after validating the report:

- Acknowledge the [bug](ISSUE_POLICY.md#bug-reports) during [triage](ISSUE_TRIAGE.rst)
- Mark the issue as `priority/critical-urgent`
- Open a draft [GitHub Security Advisory](https://docs.github.com/en/code-security/security-advisories/creating-a-security-advisory)
  to discuss the vulnerability details in private.

The private Security Advisory will be used to confirm the issue, prepare a fix, and publicly disclose it after the fix has been released.
",2022-02-11 06:57:43,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email_issue,7.2,10,4,10,0,9,10,10,10,0,10,10,10,-1,0,10,-1,9,0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,22.0,25.0,90.0,0.0
mobsf/mobile-security-framework-mobsf,https://github.com/mobsf/mobile-security-framework-mobsf,1966,3559,2015-01-31,84,885,2373,17347,17347,3224,578,https://api.github.com/repos/mobsf/mobile-security-framework-mobsf/contents/.github/SECURITY.md,"# Security Policy

## Supported Versions

| Version | Supported          |
| ------- | ------------------ |
| 1.0.x   | :x:                |
| 2.0.x   | :x:                |
| 3.0.x   | :white_check_mark: |
| 4.0.x   | :white_check_mark: |


## Reporting a Vulnerability

Please report all security issues [here](https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues) or email ajin25(gmail). We believe in coordinated and responsible disclosure.

## Past Security Issues

| Vulnerability | Affected Versions |
| ------- | ------------------ |
| [Zip Slip Vulnerability in .a extraction](https://github.com/MobSF/Mobile-Security-Framework-MobSF/security/advisories/GHSA-4hh3-vj32-gr6j) | `<=4.0.6` |
| [Open Redirect in Login redirect](https://github.com/MobSF/Mobile-Security-Framework-MobSF/security/advisories/GHSA-8m9j-2f32-2vx4) | `<=4.0.4` |
| [SSRF in firebase database check](https://github.com/MobSF/Mobile-Security-Framework-MobSF/security/advisories/GHSA-wpff-wm84-x5cx) | `<=3.9.7` |
| [SSRF in AppLink check via abusing url redirect](https://github.com/MobSF/Mobile-Security-Framework-MobSF/security/advisories/GHSA-m435-9v6r-v5f6) | `<=3.9.6` |
| [SSRF in AppLink check via crafted android:host](https://github.com/MobSF/Mobile-Security-Framework-MobSF/security/advisories/GHSA-wfgj-wrgh-h3r3) | `<=3.9.5`|
| [Arbitrary Local file read in APK icon resource](https://github.com/MobSF/Mobile-Security-Framework-MobSF/commit/a58f8a8c0aa49e1581d97e19e8e2255ca96cd838)  | `>=1.0.4, <=3.9.2` |
| [Remote Code Execution via arbitrary file overwrite vulnerability in apktool <2.9.2](https://github.com/MobSF/Mobile-Security-Framework-MobSF/commit/19c1b55c2c59596f2d43439926c9dc976cbeaec4),  [[CVE-2024-21633]](https://github.com/0x33c0unt/CVE-2024-21633) | `<=3.9.1` |
| [Arbitrary Local file read regression](https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/1197)  | `<3.0.0` |
| [Upload a malicious zip file can overwrite arbitary files](https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/358)  | `>=0.9.3.2, <=0.9.4.1` |
| [Arbitrary Local file read](https://github.com/MobSF/Mobile-Security-Framework-MobSF/pull/166) | `<=0.9.2` |

",2021-01-17 06:47:49,"['Generic policy', 'Scope of practice', 'Reporting mechanism', 'History of vulnerability']",email_issue,6.5,2,8,10,0,1,10,10,10,0,10,10,10,0,10,10,-1,0,10,18.0,943.0,67.0,9.0,3.0,4.0,0.0,2.0,2777.0,9323.0,5064.0,8.0
modoboa/modoboa,https://github.com/modoboa/modoboa,4992,4214,2013-04-16,86,1065,2903,3050,3050,395,92,https://api.github.com/repos/modoboa/modoboa/contents/SECURITY.md,"# Security Policy

## Supported Versions

| Version | Supported          |
| ------- | ------------------ |
| 2.x     | :white_check_mark: |
| 1.x     | :x:                |

## Reporting a Vulnerability

Due to sensitive nature of security issues, we ask that they not be publicly reported using Github issues. Instead, if you believe 
you’ve found something in Modoboa which has security implications, please send a description of the issue via email to security@modoboa.org.

Once you’ve submitted an issue via email, you should receive an acknowledgment from the team as soon as possible, 
and depending on the action to be taken, you may receive further followup emails.
",2023-01-17 08:35:46,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,5.2,9,3,2,0,2,10,10,10,0,10,10,10,0,0,10,-1,0,0,3.0,32.0,1.0,4.0,13.0,0.0,0.0,1.0,2741.0,1097.0,342.0,28.0
moggers87/django-sendfile2,https://github.com/moggers87/django-sendfile2,188,2415,2018-03-20,21,37,62,83,83,15,6,https://api.github.com/repos/moggers87/django-sendfile2/contents/SECURITY.rst,"Security
========

django-sendfile2 is written in as secure a manner as possible and assumes that
it is operating in a hostile environment. If you find django-sendfile2 doesn't
behave correctly given that constraint then please email
`security@moggers87.co.uk <security@moggers87.co.uk>`__. If you want to send an
encrypted report, then please use key id 0x878B5A2A1D47C084.

django-sendfile2 follows the same security reporting model that has worked for
other open source projects: If you report a security vulnerability, it will be
acted on immediately and a fix with complete full disclosure will go out to
everyone at the same time.
",2019-10-04 23:31:48,[],email,3.8,10,3,0,0,1,10,10,0,0,10,0,-1,0,0,10,0,0,10,3.0,9.0,1.0,6.0,59.0,0.0,0.0,0.0,636.0,267.0,373.0,11.0
moinwiki/moin,https://github.com/moinwiki/moin,5357,2266,2018-08-16,63,722,1784,305,305,92,26,https://api.github.com/repos/moinwiki/moin/contents/SECURITY.md,"# Security Policy

## Supported Versions

| Version | Supported                         |
| ------- | --------------------------------- |
| 2.0.x   | :x: (still in alpha/beta testing) |

## Reporting a Vulnerability

Please report vulnerabilities privately via Github:

https://github.com/moinwiki/moin/security

We will try to give you feedback and fix issues as soon as possible.
",2024-04-04 21:27:31,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",advisory,5.8,10,3,10,0,7,10,10,0,0,9,10,-1,0,0,10,8,0,10,5.0,53.0,16.0,0.0,2.0,0.0,0.0,1.0,436.0,391.0,509.0,12.0
mozilla/bleach,https://github.com/mozilla/bleach,925,5367,2010-02-19,66,358,736,2651,2651,252,45,https://api.github.com/repos/mozilla/bleach/contents/SECURITY.md,"# Security Policy

## Supported Versions

Use this section to tell people about which versions of your project are
currently being supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 4.1.x   | :white_check_mark: |
| < 4     | :x:                |

## Reporting a Vulnerability

If you believe that you've found a security vulnerability, please [file a secure
bug report in our bug tracker](https://bugzilla.mozilla.org/enter_bug.cgi?assigned_to=nobody%40mozilla.org&product=Webtools&component=Bleach-security&groups=webtools-security) or send an email to *security AT mozilla DOT org*.

For more information on security-related bug disclosure and the PGP key to use
for sending encrypted mail or to verify responses received from that address,
please read our wiki page at https://www.mozilla.org/en-US/security/#For_Developers
",2019-12-03 22:17:09,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email_external,6.8,10,8,9,0,0,10,10,10,10,9,10,-1,0,0,10,-1,0,10,1.0,54.0,8.0,3.0,0.0,0.0,0.0,0.0,523.0,501.0,633.0,31.0
mysql/mysql-connector-python,https://github.com/mysql/mysql-connector-python,1225,3742,2014-08-01,17,98,98,876,876,299,67,https://api.github.com/repos/mysql/mysql-connector-python/contents/SECURITY.md,"# Reporting security vulnerabilities

Oracle values the independent security research community and believes that
responsible disclosure of security vulnerabilities helps us ensure the security
and privacy of all our users.

Please do NOT raise a GitHub Issue to report a security vulnerability. If you
believe you have found a security vulnerability, please submit a report to
secalert_us@oracle.com preferably with a proof of concept. Please review
some additional information on how to report security vulnerabilities to Oracle
(see https://www.oracle.com/corporate/security-practices/assurance/vulnerability/reporting.html)
We encourage people who contact Oracle Security to use email encryption using
our encryption key (see https://www.oracle.com/security-alerts/encryptionkey.html)

We ask that you do not use other channels or contact the project maintainers
directly.

# Security updates, alerts and bulletins

Security updates will be released on a regular cadence. Many of our projects
will typically release security fixes in conjunction with the Oracle Critical Patch
Update program. Additional information, including past advisories, is available on our
security alerts page at https://www.oracle.com/security-alerts/

# Security-related information

We will provide security related information such as a threat model, considerations
for secure use, or any known security issues in our documentation. Please note
that labs and sample code are intended to demonstrate a concept and may not be
sufficiently hardened for production use.",2024-09-13 15:01:19,"['Reporting mechanism', 'Projects practice', 'User guideline']",email,4.4,10,0,-1,0,0,10,-1,0,0,9,10,-1,0,0,10,-1,-1,10,91.0,968.0,27.0,513.0,19.0,0.0,0.0,0.0,1853.0,3424.0,523.0,69.0
nautobot/nautobot,https://github.com/nautobot/nautobot,11065,1348,2021-02-19,248,3038,6099,1046,1046,277,38,https://api.github.com/repos/nautobot/nautobot/contents/SECURITY.md,"# Nautobot Security Policy

## Security Announcements

Join the #nautobot channel in the Network to Code Slack for messages about security and release announcements.

## Report a Vulnerability

We appreciate the time security researchers and users contribute to reporting vulnerabilities to the Nautobot Community.

If you feel your report is safe for public disclosure (a CVE related to a dependency, or a low-risk bug) please feel free to open a bug [issue on GitHub](https://github.com/nautobot/nautobot/issues/new/choose).

If you are unsure of the severity of your report or you feel it should not be publicly disclosed until a fix has been released, you can also email [security@nautobot.com](mailto:security@nautobot.com) with the security details.

You may encrypt your email with the GPG keys of the security response members below. While accepted, encryption using GPG is NOT mandatory to make a disclosure.

## When Should I Report a Vulnerability?

- You think you discovered a potential security vulnerability in Nautobot
- You are unsure how a vulnerability affects Nautobot
- You think you discovered a vulnerability in another project that Nautobot depends on

## When Should I NOT Report a Vulnerability?

- You need help configuring Nautobot security settings (such as external auth)
- You need help applying security related updates
- Your issue is not security related

## Security Vulnerability Response

Each report is acknowledged and analyzed by security response members within five (5) working days.

Any vulnerability information shared with security response members stays within the Nautobot project and will not be disseminated to other projects unless it is necessary to get the issue fixed.

As the security issue moves from triage, to identified fix, to release planning we will keep the reporter updated.

## Public Disclosure Timing

A public disclosure date is negotiated by the Nautobot maintainers and the bug submitter. We prefer to fully disclose the bug as soon as possible once a user mitigation is available. It is reasonable to delay disclosure when the bug or the fix is not yet fully understood, the solution is not well-tested, or for vendor coordination. The timeframe for disclosure is from immediate (especially if it's already publicly known) to a few weeks. For a vulnerability with a straightforward mitigation, we expect report date to disclosure date to be on the order of ten (10) days. The Nautobot maintainers hold the final say when setting a disclosure date.

Disclosures, regardless of outcome, [will be published on GitHub](https://github.com/nautobot/nautobot/issues?q=label%3A%22security+disclosure%22) with the label ""security disclosure"".

## Team

Below are the current team members responsible for receiving and triaging Nautobot security issues.

- Glenn Matthews (**[@glennmatthews](https://github.com/glennmatthews)**) `<glenn.matthews@networktocode.com>` [[4096R/C3DF1C5D9727F82ACF8F743238BF0D0E68B9F76C]](https://keybase.io/glennmatthews/pgp_keys.asc)
- Bryan Culver (**[@bryanculver](https://github.com/bryanculver)**) `<bryan.culver@networktocode.com>` [[4096R/810BA9FC788A8B2C9EB9559C834D7494DEDB1DD8]](https://keybase.io/bryanculver/pgp_keys.asc)
- John Anderson (**[@lampwins](https://github.com/lampwins)**) `<john.anderson@networktocode.com>`
- Jonathan Swisher (**[@LoneStar-Swish](https://github.com/LoneStar-Swish)**) `<jonathan.swisher@networktocode.com>` [[4096R/E0B0E95E80BF2E652BABA4C67BC452A3795882D6]](https://keybase.io/jswisher/pgp_keys.asc)
",2022-01-24 19:23:27,"['Generic policy', 'User guideline', 'Reporting mechanism', 'User guideline', 'User guideline', 'Projects practice', 'Projects practice', 'Information on maintainer']",email,6.8,10,8,10,0,10,10,10,10,0,10,10,10,0,0,10,0,0,10,4.0,325.0,28.0,7.0,0.0,0.0,0.0,0.0,831.0,3505.0,5281.0,12.0
nautobot/nautobot-plugin-device-onboarding,https://github.com/nautobot/nautobot-plugin-device-onboarding,646,1348,2021-02-20,34,154,263,44,44,31,18,https://api.github.com/repos/nautobot/.github/contents/SECURITY.md,"# Nautobot Security Policy

Security policy can be found in [the Nautobot project repo](https://github.com/nautobot/nautobot/blob/develop/SECURITY.md).
",2022-05-05 19:34:39,['Generic policy'],email_issue,6.0,10,1,10,0,8,10,10,10,0,9,10,10,0,0,9,0,0,9,2.0,15.0,0.0,1.0,31.0,0.0,0.0,0.0,42.0,74.0,79.0,0.0
nebari-dev/nebari,https://github.com/nebari-dev/nebari,1779,1670,2020-04-03,64,1153,2588,279,279,91,16,https://api.github.com/repos/nebari-dev/nebari/contents/SECURITY.md,"# Security Policy

## Supported Versions

We support only the latest version, and we use [CalVer](https://calver.org/) for versioning.

You should feel comfortable upgrading if you're using our documented public APIs and pay attention to `DeprecationWarnings`. Whenever there is a need to break compatibility, it is announced in the [Changelog](https://www.nebari.dev/docs/references/RELEASE) and will raise a `DeprecationWarning` before it's finally really broken.

## Reporting a Vulnerability

If you think you found a vulnerability, please report it at [nebari/security](https://github.com/nebari-dev/nebari/security/advisories/new). Please do not report security vulnerabilities on our public issue tracker. Exposing vulnerabilities publicly without giving maintainers a chance to release a fix puts users at risk.
",2024-03-21 00:48:49,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",advisory,7.6,10,6,10,0,10,10,10,10,0,10,10,10,0,9,10,-1,0,10,80.0,72.0,27.0,47.0,19.0,0.0,0.0,1.0,2805.0,2029.0,2363.0,28.0
netflix/lemur,https://github.com/netflix/lemur,6483,3423,2015-06-16,120,4386,4927,1721,1721,323,424,https://api.github.com/repos/netflix/lemur/contents/docs/security.rst,"Security
========

We take the security of ``lemur`` seriously. The following are a set of
policies we have adopted to ensure that security issues are addressed in a
timely fashion.

Reporting a security issue
--------------------------

We ask that you do not report security issues to our normal GitHub issue
tracker.

If you believe you've identified a security issue with ``lemur``, please
report it using GitHub's `private vulnerability reporting process`_
in the [Lemur repository](https://github.com/Netflix/lemur/security/advisories/new).

Once you've submitted a report, you should receive an acknowledgment
within 48 hours, and depending on the action to be taken, you may receive
further follow-up.

Supported Versions
------------------

At any given time, we will provide security support for the `main`_ branch
as well as the most recent release.

Disclosure Process
------------------

Our process for taking a security issue from private discussion to public
disclosure involves multiple steps. Our standard process utilizes a GitHub Security Advisory.

The general process is as follows:

1. Receive a private report of a security issue via the `private vulnerability reporting process`_
2. Acknowledge receipt of the report
3. Post advance notice to the GitHub repo indicating that a security issue exists
4. Prepare a `GitHub Security Advisory`_
5. Merge code fix
6. Make Security Advisory public

**Private report**

After receiving a private report of a security issue, the reporter will receive notification
of the date on which we plan to make the issue public.

**Advance Notice**

Approximately one week before full public disclosure, we will provide advance notification that a security issue exists.
This will take the form of an issue posted to the Lemur repository.
The notification should contain the following, as appropriate
(details will only be shared to the extent that they do not highlight an unpatched vulnerability):

* A description of the potential impact
* The affected versions of ``lemur``
* The steps we will be taking to remedy the issue
* The date on which the ``lemur`` team will apply these patches, issue
  new releases, and publicly disclose the issue

If a reported issue is believed to be particularly time-sensitive – due to a
known exploit in the wild, for example – the time between advance notification
and public disclosure may be shortened considerably.

**GitHub Security Advisory**

During the (approximate) week between advance notice and public disclosure, we will prepare
a description of the security issue using a `GitHub Security Advisory`_.
The fix for the issue should also be prepared using the private fork provided by the security advisory.

**Day of Disclosure**

On the day of disclosure, we will take the following steps:

1. Merge relevant patches to the ``lemur`` repository (from the security advisory fork)
2. Issue an updated release
3. Make the security advisory public

.. _`main`: https://github.com/Netflix/lemur
.. _GitHub Security Advisory: https://docs.github.com/en/code-security/security-advisories/repository-security-advisories/about-repository-security-advisories
.. _private vulnerability reporting process: https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability

Credential Rotation
-------------------
When the jwt signing key (`LEMUR_TOKEN_SECRET`) is rotated (due to compromise or as a regular operational task), there are a few options for migration to ensure the
security of the system:

1. **Immediate Key Replacement**: You can immediately replace the `LEMUR_TOKEN_SECRET` with a new securely generated
version. This will instantly invalidate all existing user sessions and API keys. While this might be necessary in case
of an active compromise, it is not the recommended approach due to the disruption it can cause to users and services.

2. **Gradual Key Rotation** (Recommended): This involves a more gradual and controlled process of secret rotation.
   - First, securely generate a new version of the secret.
   - Next, set `LEMUR_TOKEN_SECRETS` to a list containing both the new and the old secret, respectively.
   - Once this configuration is deployed, new user sessions will gradually start using the new secret as their sessions expire. The expiration of sessions is controlled by the `LEMUR_TOKEN_EXPIRATION` configuration option.
   - You can monitor this transition using `jwt_decode` metrics, which include tags for `kid` and `fingerprint`. These metrics can help in monitoring the versioned migration of sessions to the new secret.
   - For long lived (or infinite TTL API keys), you will need to create equivalent API keys and distribute them to your clients once the new token secret is added to the beginning of LEMUR_TOKEN_SECRETS. Again, you can monitor migration with the provided kid and fingerprint metrics. Additionally, all claims of the jwt are added as metric tags so you can monitor migration of individual API keys.
   - Once the metrics indicate that the old secret is no longer in use, or the TTL (Time to Live) for all sessions and API keys derived from the old secret has been exceeded, you can safely remove the old secret from the `LEMUR_TOKEN_SECRETS` configuration.

This approach ensures a smooth transition to the new secret without disrupting active user sessions or API keys. It also provides a way to monitor the migration and ensure that the old secret is completely phased out before it is removed.
",2015-10-24 18:18:27,[],advisory,7.5,10,8,10,0,10,10,10,10,0,10,10,10,0,10,10,-1,0,6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,23.0,18.0,9.0,0.0
neutronx/django-markdownx,https://github.com/neutronx/django-markdownx,462,3650,2014-11-01,27,111,274,856,856,153,24,https://api.github.com/repos/neutronx/django-markdownx/contents/SECURITY.md,"# Security Policy

## Reporting a Vulnerability

To report a vulnerability please send an e-mail to: nawalnica_spluczka0b@icloud.com
",2022-02-22 09:48:18,"['Generic policy', 'Reporting mechanism']",email,4.6,10,0,6,0,0,3,10,10,0,9,1,-1,0,0,10,-1,0,10,12.0,69.0,190.0,9.0,0.0,0.0,0.0,2.0,1323.0,806.0,369.0,6.0
nfstream/nfstream,https://github.com/nfstream/nfstream,1856,1838,2019-10-18,13,46,175,1082,1082,120,27,https://api.github.com/repos/nfstream/nfstream/contents/.github/SECURITY.md,"# Security Policy

## Supported Versions

NFStream following versions are currently being supported with security updates.

| Version   | Supported          |
| --------- | ------------------ |
| >=6.2.2   | :white_check_mark: |

## Reporting a Vulnerability

Please contact NFStream authors by emails on: aouinizied@gmail.com
",2020-11-15 04:10:23,"['Generic policy', 'Scope of practice', 'Reporting mechanism']",email,6.1,10,6,4,0,2,10,10,10,10,10,0,-1,0,7,10,-1,0,8,91.0,968.0,27.0,513.0,19.0,0.0,0.0,0.0,1853.0,3424.0,523.0,69.0
