Category,Document
Reporting mechanism,Reporting a Vulnerability
Generic policy,Security Policy - Thanks for helping make Litestar safe for everyone.
Generic policy,"Security - Litestar takes the security of our projects and services seriously, including all of the repositories managed by the [litestar organization](https://github.com/litestar-org).

We will ensure that your finding gets escalated to the appropriate maintainer(s) for remediation."
Reporting mechanism,"Reporting Security Issues - **Please do not report security vulnerabilities through public GitHub issues, discussions, or pull requests.**

[Click to Open a Security Advisory Privately](https://github.com/litestar-org/litestar/security/advisories/new)

If you believe you have found a security vulnerability in any Litestar-managed repository, please report it to us through coordinated disclosure:

- In the affected repository, browse to the **Security** tab, select **Advisories**, select ""Report a vulnerability""
  - ![image](https://user-images.githubusercontent.com/45884264/217041010-8fd6b96b-329d-4d8e-8838-9b5bf4e1a78d.png)
- Please do **NOT** create an issue in the affected repository
- Please do **NOT** send a private message to and/or tag the ""@maintainer"" role on our [Discord server](https://discord.gg/MmcwxztmQb)

Please include as much of the information listed below as you can to help us better understand and resolve the issue:

- The type of issue (e.g., buffer overflow, SQL injection, or cross-site scripting)
- Full paths of source file(s) related to the manifestation of the issue
- The location of the affected source code (tag/branch/commit or direct URL)
- Any special configuration required to reproduce the issue
- Step-by-step instructions to reproduce the issue
- Proof-of-concept or exploit code (if possible)
- Impact of the issue, including how an attacker might exploit the issue

This information will help us triage your report more quickly."
Generic policy,Security Policy
Scope of practise,"Supported Versions - | Version | Supported          |
| ------- | ------------------ |
| 2.x     | :white_check_mark: |
| 1.x     | :x:                |"
Reporting mechanism,"Reporting a Vulnerability - Report via https://github.com/spotipy-dev/spotipy/security/advisories.

Guidance: https://docs.github.com/en/code-security/security-advisories/guidance-on-reporting-and-writing/privately-reporting-a-security-vulnerability."
Generic policy,Security Policy
Reporting mechanism,"Reporting a Vulnerability - For all security related bugs, email security@ansible.com instead of using this issue tracker and you will receive a prompt response.

For more information on the Ansible community's practices regarding responsible disclosure, see https://www.ansible.com/security"
Generic policy,"Security Policy - All Pallets projects share the same security policy. See
https://palletsprojects.com/security, the canonical location for the policy,
which this is copied from."
User guideline,"Before Reporting - There are some things we generally do not consider security issues, which can be
found at the canonical policy page: https://palletsprojects.com/security. Please
review the list before reporting an issue. You may still err on the side of
caution and make a private report first, but we may close it or ask you to
report a regular issue instead."
Reporting mechanism,"Reporting a Security Issue - If you believe you have identified a security issue with a Pallets or
Pallets-Eco project, **do not open a public issue**. To responsibly report a
security issue, use GitHub's [security advisory system][gh-docs]. From the
project's repository, click ""Security"" at the top, then click ""Advisories"" at
the left, then click the green ""New draft security advisory"" button.
Alternatively, you may email [security@palletsprojects.com](mailto:security@palletsprojects.com),
and we will convert that to a GitHub security advisory.

Be sure to include as much detail as necessary in your report. As with reporting
normal issues, a minimal reproducible example will help the maintainers address
the issue faster. Information about why the issue is a security issue is also
helpful. If you are able, you may also provide a fix for the issue.

A maintainer will reply acknowledging the report and how to continue. We will
obtain a CVE id as well, please do not do this on your own. We will work with
you to attempt to understand the issue and decide on its validity. Maintainers
are volunteers working in their free time, and therefore cannot guarantee any
specific timeline. Please be patient during this process.

The current feature release will receive security fixes. A backport to the
previous feature branch may be considered upon request based on usage information
and severity, but is not guaranteed.

[gh-docs]: https://docs.github.com/en/code-security/security-advisories/working-with-repository-security-advisories/creating-a-repository-security-advisory"
Reporting mechanism,"Security - > ⚠️ Warning! ⚠️
> This project is still in a very early and experimental phase. It has never been audited nor thoroughly reviewed for security vulnerabilities. Do not use in production.

Please report any security issues you find to <security@openzeppelin.com>."
Generic policy,Security policy
Reporting mechanism,"Reporting a vulnerability - When you identify a vulnerability in HTTPie, please report it privately using one of the following channels:

- Email to [`security@httpie.io`](mailto:security@httpie.io)
- Report on [huntr.dev](https://huntr.dev/)

In addition to the description of the vulnerability, include the following information:

- A short reproducer to verify it (it can be a small HTTP server, shell script, docker image, etc.)
- Your deemed severity level of the vulnerability (`LOW`/`MEDIUM`/`HIGH`/`CRITICAL`)
- [CWE](https://cwe.mitre.org/) ID, if available."
Generic policy,Security Policy
Scope of practise,"Supported Versions - Only the latest release version of _CodeChecker_ is supported by security updates.

| Version            | Supported          |
| ------------------ | ------------------ |
| Latest Release     | :white_check_mark: |
| Earlier Releases   | :x:                |"
Reporting mechanism,"Reporting a Vulnerability - If you find a vulnerability in _CodeChecker_, please report it as a security vulnerability on GitHub
https://github.com/Ericsson/codechecker/security/advisories/new"
Generic policy,"Security Policy - You can find more information on security incidents
on the [IdPy security webpage](https://idpy.org/security/).

You read on the [incident response policy](https://github.com/IdentityPython/Governance/blob/master/idpy-incidentresponse.md)
under the [governance documentation](https://github.com/IdentityPython/Governance)."
Reporting mechanism,"Incident report / Reporting a Vulnerability - Anyone can submit a potential security vulnerability to `incident-response@idpy.org`.
The incident-response team will verify the issue and contact you on how this will be
handled."
Projects practise,"Public Discussions - When a new vulnerability is reported and verified, a new security advisory is created on
GitHub and the issue is assigned a CVE identifier. Progress on the mitigation is tracked
on a private fork, where the incident-response team and developers communicate to fix
the issue.

When the fix is ready, a release plan is prepared and all communication channels are
used to notify the community of the presence of a new issue and the expected release
plan. This allows the community time to prepare for a security upgrade. (Notice that
security fixes are not backported at the moment.)

When the advisory is published, GitHub automatically notifies all associated projects of
the published advisory. Projects that use IdPy projects as dependencies should
automatically get Pull Requests by dependabot. Additionally, all communication channels
are used again, to notify the community of the release of a new version of the affected
software that contains the relevant fixes that mitigate the reported issue."
Scope of practise,"Supported versions - Notice, that security fixes are not backported at the moment to older releases than the
latest. The team does not have the capacity to guarantee that these backports will exist.
You are advised to be prepared to upgrade to the latest version once the fix is out."
Reporting mechanism,"Security contact information - To report a security vulnerability, please use the
[Tidelift security contact](https://tidelift.com/security).
Tidelift will coordinate the fix and disclosure."
Generic policy,Security Policy
Reporting mechanism,"Reporting a Vulnerability - To make a report, you can email me at security@mansuf.link

Optionally, you can encrypt your report with GPG, using key [6ABF0FF73964A699](https://keyserver.ubuntu.com/pks/lookup?op=get&search=0x6abf0ff73964a699)

```
-----BEGIN PGP PUBLIC KEY BLOCK-----
Comment: Hostname: 
Version: Hockeypuck 2.1.0-189-g15ebf24

xsFNBGO+YVgBEACxLveBcLAJ5Pp+YGx8hGw6gcdFo21v8uYAGydNR+EBx4oTO/U1
XjsEFF3RIldwlMoA8fPCdi2artCJxMCxy6iA1IJsZEB8Q7RvrWGEWHMcWxhXihAg
Ong/GgqMeXgd3KpHhO3whwJmxHHZi5tyTwf1xfSxdZ+5SX+1B6E7/5pNgH2dlJbb
8ICi0AjM3yeyhIIKXk/Z/oCCqn81hYHKUfnOIZsPinxrnTlaG2so8eMDJIJZK7hF
xSmB0nvkGxc62rSlBMr1ma6wD8zI0IbmP0I/iyzHD+2TbkWCRVvaeYzGBwHyA63n
rnqJ9O1+VjcHGKueaFgyoiw1IFYPqd1zT7Yqnyxhv/25E9g1u4i+km47XicspSJm
mAQsO8SkpQAHKR3ASfCsSFnDL5M+XwIr3YFrdgZIbn8VqYX5tGUlohFQ9MevkcSc
3CygvBlxRAG2Saqyd0AjY08TEpmvbH3mLouMHh1Pk7HWXuj4YFWg/DkSwS5SX12s
4a3WK+v4AT6VgPKcH4F+3sXJ9bB/24F4b6GspXRUc4zPquLtvMVyVm6Y8kPZEiha
TpSqtJU2/XHeRTfohKtXS7WCMtcIElrd6LbOqY/iuxvvf7jOmAIKOmNqAu5wTiRP
i+o2cxbaWHTlRGM/LwyX8zUV8OjtHqktEfR0CoH+Yoa+eelBXY0kNg466wARAQAB
zUpSYWhtYW4gWXVzdWYgKDNyZCBHUEcga2V5IGZvciBnaXRodWIgc2lnbmluZyBj
b21taXRzKSA8bWFuc3VmQG1hbnN1Zi5saW5rPsLBlwQTAQgAQRYhBDpRc6WjBhWY
Zxl2eWq/D/c5ZKaZBQJjvmFYAhsDBQkJZgGABQsJCAcCAiICBhUKCQgLAgQWAgMB
Ah4HAheAAAoJEGq/D/c5ZKaZmrQQAIBZos/RTfGUj6D+lGpp8j+eD/2CwpwDCxGa
1pg6yxS34kDSwVRQ0taon1s4haYA12ETlcsxPTv8JLJWSBO6WqxFr+J0Wse2fsDd
eLEXdg0rVbNr5VnTpn0NV6A6vn0dwVJHC0muXhgM+pJfNxfIOs/3D6LvCsHizsyE
ZwJmX7Sb/+BOyEKtfvBTMoS9EpWkqueCThU4wkp77iFVfPek/WJmNdMunHDvtHRN
TOzyiAAEqjreRFsoEyC/SEBUZInazVU7DhiTDAhn3ijh+yiYx4N4MPUU7cOKt8KU
DjFUcMPvUlZOWPX7G97eJi1oRpiLhoUcbXxt4j+6BiGGD/zd62HOsGOCe/lEnGtq
6GvXeeqaMC/d4QuWlsLZyXrPIl3KGmbNdPELH5iToM+60s04WaPnKroSDupjvGcJ
o5yAQeYcPf0cNM4qKr6JllAzExgmkUedl7pKqvOSdE4yo2ap5DV3SX7o+VseCePe
ZyFn4kmZ29JTcclRKerlGbf+UlLev+vwFS5miAEXO3HXoN20NVspSoJPpWhgS+78
QcssyrJy7FZAoerJPAJd+tpvS8Gpi1DFLedlEi5OOTmqU4dXqLsqrhi4cX6X3yrb
hg7M4z1SY8NMysWIs9oOtS8gfFV3WbEaxUKmtnT07ih1aj9sD9UOyz3fPHKykhkf
Im/7id2tzsFNBGO+YVgBEACyx+uElnZF3T95fZhw3AWBMvnCEFPFAZTJt204bNIp
vycxgjPKH0KSohPNeEVIGptpSvPAvMEfXK1ufEtMXS8zU347H0k/wAX5TMcpp3vS
CFbJf5tDZCSUj/HmqHMua+mN6rXOKKlLNkhf0gBgkzFJbfIoPsKwTv5vJqZoX3Xw
i2McWBbUKlOk/Vc0VxYX543oLcGmcNvhQbpKf45ytngEuryWFQd1PUP1I9C3mFgf
T8ltBbxoY2EEPaMp/rPNSZqWtb+tZjPQEN03NhYITOXJQchZdih1hBX6WtLX162v
Rtc56KG2EbhANdtqna9/OMOUm0DUKSicF9gppBfMPJdoog+gwnwUbaoODDm2D1da
3itF4ps8CwZBK4TfHlm61y32nl+TVZwJAxFF3+oVn7CmHEYsMlS9mOnXBc3gcSEW
T4GFK4o51hFsGBlHSAJCUF/2GpNdmOXGLvRbGQ3JgtQdTuNFXxSEjzsbBXjVkwg3
QiGQIzUQhv4QyN+pv2E8GuCvEFC3lTLLMprNGjEux6KvWjBYnwJ95GT6RQDmeche
wmhaFuBMcrqrNK4iVWJ91PGC5x9NWFv9nnsJIVL0IrWCzyUEo/V1zsiVxNvDbJCu
t5pGzMov2s9Zr8hGvM6ZCCzOTCbuSAD7OsF5Zp6IRTjaBBC9Ryn3lcu3W0kdAsQW
3wARAQABwsF8BBgBCAAmFiEEOlFzpaMGFZhnGXZ5ar8P9zlkppkFAmO+YVgCGwwF
CQlmAYAACgkQar8P9zlkpplmRQ/+J5+yT3NbnB4X4bo92qY9RWiLz0uAyXaARIg1
lBiLg6mjO3I4e06EVzRPjENYs9Wo0savNLgqHsx2jmlVAz147YJCoUkxQnybrddx
zUNahm4nbmEAciP8nbrKjHvyhdKMfv7StCXTeJrBFH8q4UEgaCqCctN5vfiLVa/A
NKBm6njCGo+KHYk/Dbmg7YCUJZHVAAzw0Y6ZFKrlOOOvo7bQ/xgi2Y2JVGxSomN8
OGxbwtM5ryzJ7SLrQ8MpCsc6bfsg2igDlh1b2AzNPyt50yWpbFnVVtPaVuzu4Yk/
vooZt7kD7NnLHl5GVF6dx+SdRh84k7hANvcM/gQ6DiAHdqS3UZgDEU4IO+ZQS6ZC
PFtq4VhSKfpnQ+xeWLgNtpq/ocKJ8xNBgGtVaAMfg5Auwvco4QBine3xpolC3FUP
aqp5BVzeeTmOKqa5J5B6OxKV18DOUf0eWPzZaxxmJi7evKl+xSnIVRWW0VquK9gE
vSTHOyBlyyMtfx+LAomYBh5kO/3Mf+wk3PxGhSUCvQUK3QTSebcQnHB9sqaaSxpQ
ZY2D3nTzBFYDpViM0DegWHqNmLwptUwv21sWTGNZHBsl+csbohcSlrFVL/3JfimQ
MV0gHsQ357XyFy+5u9sRKpOxgfAEam0b7YNCq8ZmB/jZhs+H0d0tO6F52UcssUsB
bAmWc6A=
=dgk/
-----END PGP PUBLIC KEY BLOCK-----
```"
Generic policy,"Security Policy - The InvenTree team take all security vulnerabilities seriously. Thank you for improving the security of our open source software.
We appreciate your efforts and responsible disclosure and will make every effort to acknowledge your contributions."
Reporting mechanism,"Reporting a Vulnerability - Please report security vulnerabilities by emailing the InvenTree team at:

```
security@inventree.org
```

Someone from the InvenTree development team will acknowledge your email as soon as possible, and indicate the next steps in handling your security report.


The team will endeavour to keep you informed of the progress towards a fix for the issue, and subsequent release to the stable and development code branches. Where possible, the issue will be resolved within 90 days of reporting."
Reporting mechanism,"Reporting Security Issues - If you think you have found a security vulnerability, please send a report to security@datahubproject.io. This address can be used for all of Acryl Data’s open source and commercial products (including but not limited to DataHub and Acryl Data). We can accept only vulnerability reports at this address.

It's not mandatory, but if you'd like to encrypt your message to us; please use our PGP key. The key fingerprint is:

A50B10A86CC21F4B7BE102E170764C95B4FACEBF

The key is available from [keyserver.ubuntu.com](https://keyserver.ubuntu.com/pks/lookup?search=A50B10A86CC21F4B7BE102E170764C95B4FACEBF&fingerprint=on&op=index).

Acryl Data will send you a response indicating the next steps in handling your report. After the initial reply to your report, the security team will keep you informed of the progress towards a fix and full announcement, and may ask for additional information or guidance.

**Important:** We ask you to not disclose the vulnerability before it have been fixed and announced, unless you received a response from the Acryl Data security team that you can do so."
History of vulnerability,"Security announcements - We maintain [Security Advisories](https://github.com/datahub-project/datahub/security/advisories) on the DataHub project GitHub repository,
where we will post a summary, remediation, and mitigation details for any patch containing security fixes."
Generic policy,Hyperledger Security Policy
Reporting mechanism,"Reporting a Security Bug - If you think you have discovered a security issue in any of the Hyperledger
projects, we'd love to hear from you. We will take all security bugs
seriously and if confirmed upon investigation we will patch it within a
reasonable amount of time and release a public security bulletin discussing
the impact and credit the discoverer.

There are two ways to report a security bug. The easiest is to email a
description of the flaw and any related information (e.g. reproduction
steps, version) to
[security at hyperledger dot org](mailto:security@hyperledger.org).

The other way is to file a confidential security bug in our
[JIRA bug tracking system](https://jira.hyperledger.org).
Be sure to set the “Security Level” to “Security issue”.

The process by which the Hyperledger Security Team handles security bugs
is documented further in our
[Defect Response](https://wiki.hyperledger.org/display/HYP/Defect+Response)
page on our [wiki](https://wiki.hyperledger.org)."
Reporting mechanism,"Reporting Security Issues - Amazon Web Services (AWS) is dedicated to the responsible disclosure of security vulnerabilities.  
  
We kindly ask that you **do not** open a public GitHub issue to report security concerns.  
  
Instead, please submit the issue to the AWS Vulnerability Disclosure Program via [HackerOne](https://hackerone.com/aws_vdp) or send your report via [email](mailto:aws-security@amazon.com).  
  
For more details, visit the [AWS Vulnerability Reporting Page](http://aws.amazon.com/security/vulnerability-reporting/).  

Thank you in advance for collaborating with us to help protect our customers."
Generic policy,Security Policy
Scope of practise,"Supported Versions - The following chart shows versions of `django-helpdesk` that are currently receiving bugfixes and security patches.

| Version | Support History    | Last Date of Support             |
| ------- | ------------------ | -------------------------------- |
| 0.3.x   | :white_check_mark: | will be set after release of 0.4 |
| 0.2.x   | :white_check_mark: | 2021-12-31                       |
| < 0.2   | :x:                | 2016-10-31"
Reporting mechanism,"Reporting a Vulnerability - If you believe you have discovered a bug impacting security in a supported version, please DO NOT file a Issue / Bug Report for it publicly.

Instead, please send details to <garret@wassiverse.com>. Please be sure to include ""django-helpdesk security issue"" in the subject line for fastest response.

Once reported, we'll be in touch to confirm the issue and work toward releasing a patch as soon as possible.

After a patch has been released, a new release will be tagged and uploaded to PyPi, etc. At that time, details of the issue will be announced publicly.

Users are always highly encouraged to upgrade to the latest bugfix release as soon as possible."
Generic policy,Security Policy
Scope of practise,"Supported Versions - | Version | Supported          |
| ------- | ------------------ |
| 0.9.x   | :white_check_mark: |
| < 0.9.x | :x:                |"
Reporting mechanism,"Reporting a Vulnerability - If you find a vunerability, please notify me at lead2gold@gmail.com. If the vunerability
is severe then please just open a ticket at https://github.com/caronc/apprise/issues"
Reporting mechanism,Reporting a Vulnerability - Security Policy
Generic policy,Security Policy
Scope of practise,"Supported Versions - | Version | Support security updates |
| ------- | ------------------------ |
| 4.x     | :white_check_mark:       |
| < 4.0   | :x:                      |"
Reporting mechanism,"Reporting a Vulnerability - If there are any vulnerabilities in {{cookiecutter.project_name}}, don't hesitate to report them.

    1. Describe the vulnerability.

      * Type of issue (e.g. buffer overflow, SQL injection, cross-site scripting, etc.)
      * Full paths of source file(s) related to the manifestation of the issue
      * The location of the affected source code (tag/branch/commit or direct URL)
      * Any special configuration required to reproduce the issue
      * Step-by-step instructions to reproduce the issue
      * Proof-of-concept or exploit code (if possible)
      * Impact of the issue, including how an attacker might exploit the issue

    2. If you have a fix, that is most welcome -- please attach or summarize it in your message!

    3. We will evaluate the vulnerability and, if necessary, release a fix or mitigating steps to address it. We will contact you to let you know the outcome, and will credit you in the report.

    4. Please do not disclose the vulnerability publicly until a fix is released!

Once we have either a) published a fix, or b) declined to address the vulnerability for whatever reason, you are free to publicly disclose it."
Reporting mechanism,"Security - For the Plone Foundation, security is a process that we take seriously, and we have the track record to prove it.

- [Report a security issue](https://plone.org/security/report)
- [Security Announcements](https://plone.org/security/announcements)
- [Read more about security in Plone](https://plone.org/security)"
Reporting mechanism,"Reporting Security Issues - Please see [Releases](https://github.com/23andMe/Yamale/releases). We accept
vulnerability reports for the latest major version.

If you believe you have found a security issue in this project, we encourage
you to submit your finding through 23andMe's
[Bugcrowd program](https://bugcrowd.com/twentythree-and-me) so that we can
appropriately reward you. If you're unable to do so, please use
[the security report form](https://www.23andme.com/security-report/) on our
website to reach us. We will respond to your report within 3 business
days.

Please follow the rules and guidelines stated in the
[Bugcrowd program brief](https://bugcrowd.com/twentythree-and-me). You can also
find our Responsible Disclosure Policy on our
[security report page](https://www.23andme.com/security-report/).

We appreciate your efforts in helping keep our software secure!"
Generic policy,Security Policy
Scope of practise,"Supported Versions - Ansible applies security fixes according to the 3-versions-back support
policy. Please find more information in [our docs](
https://docs.ansible.com/ansible/devel/reference_appendices/release_and_maintenance.html#release-status
)."
Reporting mechanism,"Reporting a Vulnerability - We encourage responsible disclosure practices for security
vulnerabilities. Please read our [policies for reporting bugs](
https://docs.ansible.com/ansible/devel/community/reporting_bugs_and_features.html#reporting-a-bug
) if you want to report a security issue that might affect Ansible."
Generic policy,Security Policy
Scope of practise,"Supported Versions - We currently support with security releases: the lastest PyPi version on the Release branch, and the Dev branch when running sopel 7.1.2 - 8.0 on python 3.8+."
Reporting mechanism,"Reporting a Vulnerability - To report a Security Vulnerability or issue, we ask that you please email any applicable information to: staff[at]fossbots.org.

Please note that by doing this you agree to disclose your email address, and/or any information provided in the email header.

At a minimum, we ask that you provide, context to the finding of the vulnerability/issue, steps to recreate the vulnerability/issue, and if you have a potiental solution.

Please do note every effort will be done to respect your privacy, however, please do note the following:

By using this project or contacting us, you agree that your details can be used in accordance with our Privacy Policy (https://fossbots.org/privacy.html)."
Generic policy,Security Policy
Scope of practise,"Supported Versions - We are currently supporting 1.2.x or latest(2.x.x).

| Version | Supported          | Desctipsion
| ------- | ------------------ |---------------------|
| 2.x.x   | :white_check_mark: | Active support      |
| 2.0.x   | :x:                | No support          |
| 1.2.x   | :white_check_mark: | Maintenance support |
| < 1.1   | :x:                | No support          |"
Reporting mechanism,Reporting a Vulnerability - Feel free to report owner (address is [here](https://github.com/tomoh1r/ansible-vault/blob/master/setup.py#L15)).
Generic policy,Security Policy
Reporting mechanism,"Reporting a Vulnerability - Please report suspected security vulnerabilities to `chiara.rasi [at] scilifelab.se` or `daniel.nilsson [at] scilifelab.se`

We warmly welcome all security feedback. We support the main branch and latest release with hot fixes as needed. Should you find a vulnerability for an older version, obviously please also be in touch, and we will see what we can do, especially if it is one that you know to be deployed in production somewhere."
Generic policy,Security Policy
Scope of practise,"Supported Versions - The following versions of this project are currently being supported with security updates.

| Version | Supported          |
| ------- | ------------------ |
| 2.9.x   | :white_check_mark: |
| < 2.8   | :x:                |"
Reporting mechanism,"Reporting a Vulnerability - In order for the vulnerability reports to reach maintainers as soon as possible, the preferred way is to use the ""Report a vulnerability"" button under the ""Security"" tab of the associated GitHub project. This creates a private communication channel between the reporter and the maintainers.

If you are absolutely unable to or have strong reasons not to use GitHub's vulnerability reporting workflow, please reach out to [security@jpadilla.com](mailto:security@jpadilla.com)."
Generic policy,"Security Policy - - [**Reporting a Vulnerability**](#reporting-a-vulnerability)
 - [**Using Pytorch Securely**](#using-pytorch-securely)
   - [Untrusted models](#untrusted-models)
   - [Untrusted inputs](#untrusted-inputs)
   - [Data privacy](#data-privacy)
   - [Using distributed features](#using-distributed-features)
- [**CI/CD security principles**](#cicd-security-principles)"
Reporting mechanism,"Reporting Security Issues - Beware that none of the topics under [Using Pytorch Securely](#using-pytorch-securely) are considered vulnerabilities of Pytorch.

However, if you believe you have found a security vulnerability in PyTorch, we encourage you to let us know right away. We will investigate all legitimate reports and do our best to quickly fix the problem.

Please report security issues using https://github.com/pytorch/pytorch/security/advisories/new

Please refer to the following page for our responsible disclosure policy, reward guidelines, and those things that should not be reported:

https://www.facebook.com/whitehat"
User guideline,"Using Pytorch Securely - **Pytorch models are programs**, so treat its security seriously -- running untrusted models is equivalent to running untrusted code. In general we recommend that model weights and the python code for the model are distributed independently. That said, be careful about where you get the python code from and who wrote it (preferentially check for a provenance or checksums, do not run any pip installed package)."
User guideline,"Untrusted models - Be careful when running untrusted models. This classification includes models created by unknown developers or utilizing data obtained from unknown sources[^data-poisoning-sources].

**Prefer to execute untrusted models within a secure, isolated environment such as a sandbox** (e.g., containers, virtual machines). This helps protect your system from potentially malicious code. You can find further details and instructions in [this page](https://developers.google.com/code-sandboxing).

**Be mindful of risky model formats**. Give preference to share and load weights with the appropriate format for your use case. [safetensors](https://huggingface.co/docs/safetensors/en/index) gives the most safety but is the most restricted in what it supports. [`torch.load`](https://pytorch.org/docs/stable/generated/torch.load.html#torch.load) with `weights_only=True` is also secure to our knowledge even though it offers significantly larger surface of attack. Loading un-trusted checkpoint with `weights_only=False` MUST never be done.



Important Note: The trustworthiness of a model is not binary. You must always determine the proper level of caution depending on the specific model and how it matches your use case and risk tolerance.

[^data-poisoning-sources]: To understand risks of utilization of data from unknown sources, read the following Cornell papers on Data poisoning:
    https://arxiv.org/abs/2312.04748
    https://arxiv.org/abs/2401.05566"
User guideline,"Untrusted inputs during training and prediction - If you plan to open your model to untrusted inputs, be aware that inputs can also be used as vectors by malicious agents. To minimize risks, make sure to give your model only the permissions strictly required, and keep your libraries updated with the latest security patches.

If applicable, prepare your model against bad inputs and prompt injections. Some recommendations:
- Pre-analysis: check how the model performs by default when exposed to prompt injection (e.g. using fuzzing for prompt injection).
- Input Sanitation: Before feeding data to the model, sanitize inputs rigorously. This involves techniques such as:
    - Validation: Enforce strict rules on allowed characters and data types.
    - Filtering: Remove potentially malicious scripts or code fragments.
    - Encoding: Convert special characters into safe representations.
    - Verification: Run tooling that identifies potential script injections (e.g. [models that detect prompt injection attempts](https://python.langchain.com/docs/guides/safety/hugging_face_prompt_injection))."
User guideline,"Data privacy - **Take special security measures if your model if you train models with sensitive data**. Prioritize [sandboxing](https://developers.google.com/code-sandboxing) your models and:
- Do not feed sensitive data to untrusted model (even if runs in a sandboxed environment)
- If you consider publishing a model that was partially trained with sensitive data, be aware that data can potentially be recovered from the trained weights (especially if model overfits)."
User guideline,"Using distributed features - PyTorch can be used for distributed computing, and as such there is a `torch.distributed` package. PyTorch Distributed features are intended for internal communication only. They are not built for use in untrusted environments or networks.

For performance reasons, none of the PyTorch Distributed primitives (including c10d, RPC, and TCPStore) include any authorization protocol and will send messages unencrypted. They accept connections from anywhere, and execute the workload sent without performing any checks. Therefore, if you run a PyTorch Distributed program on your network, anybody with access to the network can execute arbitrary code with the privileges of the user running PyTorch."
User guideline,"CI/CD security principles - _Audience_: Contributors and reviewers, especially if modifying the workflow files/build system.

PyTorch CI/CD security philosophy is based on finding a balance between open and transparent CI pipelines while keeping the environment efficient and safe.

PyTorch testing requirements are complex, and a large part of the code base can only be tested on specialized powerful hardware, such as GPU, making it a lucrative target for resource misuse. To prevent this, we require workflow run approval for PRs from non-member contributors. To keep the volume of those approvals relatively low, we easily extend write permissions to the repository to regular contributors.

More widespread write access to the repo presents challenges when it comes to reviewing changes, merging code into trunk, and creating releases. [Protected branches](https://docs.github.com/en/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches) are used to restrict the ability to merge to the trunk/release branches only to the repository administrators and merge bot. The merge bot is responsible for mechanistically merging the change and validating reviews against the path-based rules defined in [merge_rules.yml](https://github.com/pytorch/pytorch/blob/main/.github/merge_rules.yaml). Once a PR has been reviewed by person(s) mentioned in these rules, leaving a `@pytorchbot merge` comment on the PR will initiate the merge process. To protect merge bot credentials from leaking, merge actions must be executed only on ephemeral runners (see definition below) using a specialized deployment environment.

To speed up the CI system, build steps of the workflow rely on the distributed caching mechanism backed by [sccache](https://github.com/mozilla/sccache), making them susceptible to cache corruption compromises. For that reason binary artifacts generated during CI should not be executed in an environment that contains an access to any sensitive/non-public information and should not be published for use by general audience. One should not have any expectation about the lifetime of those artifacts, although in practice they likely remain accessible for about two weeks after the PR has been closed.

To speed up CI system setup, PyTorch relies heavily on Docker to pre-build and pre-install the dependencies. To prevent a potentially malicious PR from altering ones that were published in the past, ECR has been configured to use immutable tags.

To improve runner availability and more efficient resource utilization, some of the CI runners are non-ephemeral, i.e., workflow steps from completely unrelated PRs could be scheduled sequentially on the same runner, making them susceptible to reverse shell attacks. For that reason, PyTorch does not rely on the repository secrets mechanism, as these can easily be compromised in such attacks."
User guideline,"Release pipelines security - To ensure safe binary releases, PyTorch release pipelines are built on the following principles:
 - All binary builds/upload jobs must be run on ephemeral runners, i.e., on a machine that is allocated from the cloud to do the build and released back to the cloud after the build is finished. This protects those builds from interference from external actors, who potentially can get reverse shell access to a non-ephemeral runner and wait there for a binary build.
 - All binary builds are cold-start builds, i.e., distributed caching/incremental builds are not permitted. This renders builds much slower than incremental CI builds but isolates them from potential compromises of the intermediate artifacts caching systems.
 - All upload jobs are executed in a [deployment environments](https://docs.github.com/en/actions/deployment/targeting-different-environments/using-environments-for-deployment) that are restricted to protected branches
 - Security credentials needed to upload binaries to PyPI/conda or stable indexes `download.pytorch.org/whl` are never uploaded to repo secrets storage/environment. This requires an extra manual step to publish the release but ensures that access to those would not be compromised by deliberate/accidental leaks of secrets stored in the cloud.
 - No binary artifacts should be published to GitHub releases pages, as these are overwritable by anyone with write permission to the repo."
Generic policy,Security - <!-- BEGIN MICROSOFT SECURITY.MD V0.0.5 BLOCK -->
Reporting mechanism,"Reporting Security Issues - Microsoft takes the security of our software products and services seriously, which includes all source code repositories managed through our GitHub organizations, which include [Microsoft](https://github.com/Microsoft), [Azure](https://github.com/Azure), [DotNet](https://github.com/dotnet), [AspNet](https://github.com/aspnet), [Xamarin](https://github.com/xamarin), and [our GitHub organizations](https://opensource.microsoft.com/).

If you believe you have found a security vulnerability in any Microsoft-owned repository that meets [Microsoft's definition of a security vulnerability](https://docs.microsoft.com/en-us/previous-versions/tn-archive/cc751383(v=technet.10)), please report it to us as described below."
